"","Rk","Date","Tm","Opp","Result","Player","Dist","Good.","Blk.","Y","B","year","month","season"
"1824","17","2019-11-07","OAK","LAC","W 26-24","Daniel Carlson","53","N","N",0,0,2019,11,2019
"1923","18","2019-11-03","OAK","DET","W 31-24","Daniel Carlson","45","N","N",0,0,2019,11,2019
"2023","19","2019-11-03","OAK","DET","W 31-24","Daniel Carlson","32","Y","N",1,0,2019,11,2019
"2127","20","2019-10-27","OAK","HOU","L 24-27","Daniel Carlson","44","Y","N",1,0,2019,10,2019
"2225","21","2019-10-20","OAK","GNB","L 24-42","Daniel Carlson","45","Y","N",1,0,2019,10,2019
"2323","22","2019-10-06","OAK","CHI","W 24-21","Daniel Carlson","41","Y","N",1,0,2019,10,2019
"2423","23","2019-09-29","OAK","IND","W 31-24","Daniel Carlson","26","Y","N",1,0,2019,9,2019
"2523","24","2019-09-22","OAK","MIN","L 14-34","Daniel Carlson","51","N","N",0,0,2019,9,2019
"2622","25","2019-09-15","OAK","KAN","L 10-28","Daniel Carlson","29","Y","N",1,0,2019,9,2019
"2722","26","2019-09-09","OAK","DEN","W 24-16","Daniel Carlson","29","Y","N",1,0,2019,9,2019
"2109","1","2020-01-05","PHI","SEA","L 9-17","Jake Elliott","46","Y","N",1,0,2020,1,2019
"369","2","2020-01-05","PHI","SEA","L 9-17","Jake Elliott","38","Y","N",1,0,2020,1,2019
"428","3","2020-01-05","PHI","SEA","L 9-17","Jake Elliott","26","Y","N",1,0,2020,1,2019
"525","4","2019-12-29","PHI","NYG","W 34-17","Jake Elliott","31","Y","N",1,0,2019,12,2019
"625","5","2019-12-29","PHI","NYG","W 34-17","Jake Elliott","50","Y","N",1,0,2019,12,2019
"725","6","2019-12-22","PHI","DAL","W 17-9","Jake Elliott","36","Y","N",1,0,2019,12,2019
"825","7","2019-12-22","PHI","DAL","W 17-9","Jake Elliott","55","N","N",0,0,2019,12,2019
"925","8","2019-12-22","PHI","DAL","W 17-9","Jake Elliott","53","N","N",0,0,2019,12,2019
"1025","9","2019-12-15","PHI","WAS","W 37-27","Jake Elliott","25","Y","N",1,0,2019,12,2019
"1125","10","2019-12-09","PHI","NYG","W 23-17","Jake Elliott","34","Y","N",1,0,2019,12,2019
"1225","11","2019-12-09","PHI","NYG","W 23-17","Jake Elliott","47","N","N",0,0,2019,12,2019
"1325","12","2019-12-01","PHI","MIA","L 31-37","Jake Elliott","49","N","N",0,0,2019,12,2019
"1425","13","2019-12-01","PHI","MIA","L 31-37","Jake Elliott","43","Y","N",1,0,2019,12,2019
"1525","14","2019-12-01","PHI","MIA","L 31-37","Jake Elliott","37","Y","N",1,0,2019,12,2019
"1625","15","2019-12-01","PHI","MIA","L 31-37","Jake Elliott","48","Y","N",1,0,2019,12,2019
"1725","16","2019-11-24","PHI","SEA","L 9-17","Jake Elliott","28","Y","N",1,0,2019,11,2019
"1825","17","2019-11-17","PHI","NWE","L 10-17","Jake Elliott","42","Y","N",1,0,2019,11,2019
"1924","18","2019-11-03","PHI","CHI","W 22-14","Jake Elliott","28","Y","N",1,0,2019,11,2019
"2024","19","2019-11-03","PHI","CHI","W 22-14","Jake Elliott","28","Y","N",1,0,2019,11,2019
"2128","20","2019-11-03","PHI","CHI","W 22-14","Jake Elliott","38","Y","N",1,0,2019,11,2019
"2226","21","2019-10-27","PHI","BUF","W 31-13","Jake Elliott","37","Y","N",1,0,2019,10,2019
"2324","22","2019-10-20","PHI","DAL","L 10-37","Jake Elliott","38","Y","N",1,0,2019,10,2019
"2424","23","2019-10-13","PHI","MIN","L 20-38","Jake Elliott","53","Y","N",1,0,2019,10,2019
"2524","24","2019-10-13","PHI","MIN","L 20-38","Jake Elliott","40","Y","N",1,0,2019,10,2019
"2623","25","2019-10-06","PHI","NYJ","W 31-6","Jake Elliott","28","Y","N",1,0,2019,10,2019
"2723","26","2019-09-22","PHI","DET","L 24-27","Jake Elliott","25","Y","N",1,0,2019,9,2019
"2822","27","2019-09-15","PHI","ATL","L 20-24","Jake Elliott","41","Y","N",1,0,2019,9,2019
"2922","28","2019-09-15","PHI","ATL","L 20-24","Jake Elliott","34","Y","N",1,0,2019,9,2019
"3020","29","2019-09-08","PHI","WAS","W 32-27","Jake Elliott","22","Y","N",1,0,2019,9,2019
"2129","1","2019-12-29","PIT","BAL","L 10-28","Chris Boswell","26","Y","N",1,0,2019,12,2019
"370","2","2019-12-22","PIT","NYJ","L 10-16","Chris Boswell","49","Y","N",1,0,2019,12,2019
"429","3","2019-12-15","PIT","BUF","L 10-17","Chris Boswell","49","Y","N",1,0,2019,12,2019
"526","4","2019-12-08","PIT","ARI","W 23-17","Chris Boswell","37","Y","N",1,0,2019,12,2019
"626","5","2019-12-08","PIT","ARI","W 23-17","Chris Boswell","30","Y","N",1,0,2019,12,2019
"726","6","2019-12-08","PIT","ARI","W 23-17","Chris Boswell","25","Y","N",1,0,2019,12,2019
"826","7","2019-12-01","PIT","CLE","W 20-13","Chris Boswell","29","Y","N",1,0,2019,12,2019
"926","8","2019-12-01","PIT","CLE","W 20-13","Chris Boswell","39","Y","N",1,0,2019,12,2019
"1026","9","2019-11-24","PIT","CIN","W 16-10","Chris Boswell","47","Y","N",1,0,2019,11,2019
"1126","10","2019-11-24","PIT","CIN","W 16-10","Chris Boswell","26","Y","N",1,0,2019,11,2019
"1226","11","2019-11-24","PIT","CIN","W 16-10","Chris Boswell","26","Y","N",1,0,2019,11,2019
"1326","12","2019-11-14","PIT","CLE","L 7-21","Chris Boswell","44","N","N",0,0,2019,11,2019
"1426","13","2019-11-10","PIT","LAR","W 17-12","Chris Boswell","33","Y","N",1,0,2019,11,2019
"1526","14","2019-11-03","PIT","IND","W 26-24","Chris Boswell","33","Y","N",1,0,2019,11,2019
"1626","15","2019-11-03","PIT","IND","W 26-24","Chris Boswell","51","Y","N",1,0,2019,11,2019
"1726","16","2019-11-03","PIT","IND","W 26-24","Chris Boswell","26","Y","N",1,0,2019,11,2019
"1826","17","2019-11-03","PIT","IND","W 26-24","Chris Boswell","21","Y","N",1,0,2019,11,2019
"1925","18","2019-10-28","PIT","MIA","W 27-14","Chris Boswell","41","Y","N",1,0,2019,10,2019
"2025","19","2019-10-28","PIT","MIA","W 27-14","Chris Boswell","54","N","N",0,0,2019,10,2019
"2130","20","2019-10-28","PIT","MIA","W 27-14","Chris Boswell","42","Y","N",1,0,2019,10,2019
"2227","21","2019-10-13","PIT","LAC","W 24-17","Chris Boswell","20","Y","N",1,0,2019,10,2019
"2325","22","2019-10-06","PIT","BAL","L 23-26","Chris Boswell","29","Y","N",1,0,2019,10,2019
"2425","23","2019-10-06","PIT","BAL","L 23-26","Chris Boswell","41","Y","N",1,0,2019,10,2019
"2525","24","2019-10-06","PIT","BAL","L 23-26","Chris Boswell","33","Y","N",1,0,2019,10,2019
"2624","25","2019-09-30","PIT","CIN","W 27-3","Chris Boswell","29","Y","N",1,0,2019,9,2019
"2724","26","2019-09-30","PIT","CIN","W 27-3","Chris Boswell","49","Y","N",1,0,2019,9,2019
"2823","27","2019-09-22","PIT","SFO","L 20-24","Chris Boswell","26","Y","N",1,0,2019,9,2019
"2923","28","2019-09-22","PIT","SFO","L 20-24","Chris Boswell","46","Y","N",1,0,2019,9,2019
"3021","29","2019-09-15","PIT","SEA","L 26-28","Chris Boswell","33","Y","N",1,0,2019,9,2019
"3123","30","2019-09-15","PIT","SEA","L 26-28","Chris Boswell","41","Y","N",1,0,2019,9,2019
"3219","31","2019-09-08","PIT","NWE","L 3-33","Chris Boswell","19","Y","N",1,0,2019,9,2019
"2131","1","2020-02-02","SFO","KAN","L 20-31","Robbie Gould","42","Y","N",1,0,2020,2,2019
"375","2","2020-02-02","SFO","KAN","L 20-31","Robbie Gould","38","Y","N",1,0,2020,2,2019
"430","3","2020-01-19","SFO","GNB","W 37-20","Robbie Gould","27","Y","N",1,0,2020,1,2019
"527","4","2020-01-19","SFO","GNB","W 37-20","Robbie Gould","54","Y","N",1,0,2020,1,2019
"627","5","2020-01-19","SFO","GNB","W 37-20","Robbie Gould","42","Y","N",1,0,2020,1,2019
"727","6","2020-01-11","SFO","MIN","W 27-10","Robbie Gould","21","Y","N",1,0,2020,1,2019
"827","7","2020-01-11","SFO","MIN","W 27-10","Robbie Gould","35","Y","N",1,0,2020,1,2019
"927","8","2019-12-29","SFO","SEA","W 26-21","Robbie Gould","47","Y","N",1,0,2019,12,2019
"1027","9","2019-12-29","SFO","SEA","W 26-21","Robbie Gould","30","Y","N",1,0,2019,12,2019
"1127","10","2019-12-21","SFO","LAR","W 34-31","Robbie Gould","33","Y","N",1,0,2019,12,2019
"1227","11","2019-12-21","SFO","LAR","W 34-31","Robbie Gould","26","Y","N",1,0,2019,12,2019
"1327","12","2019-12-15","SFO","ATL","L 22-29","Robbie Gould","22","Y","N",1,0,2019,12,2019
"1427","13","2019-12-15","SFO","ATL","L 22-29","Robbie Gould","43","Y","N",1,0,2019,12,2019
"1527","14","2019-12-15","SFO","ATL","L 22-29","Robbie Gould","46","Y","N",1,0,2019,12,2019
"1627","15","2019-12-08","SFO","NOR","W 48-46","Robbie Gould","30","Y","N",1,0,2019,12,2019
"1727","16","2019-12-08","SFO","NOR","W 48-46","Robbie Gould","41","Y","N",1,0,2019,12,2019
"1827","17","2019-12-01","SFO","BAL","L 17-20","Robbie Gould","32","Y","N",1,0,2019,12,2019
"1926","18","2019-12-01","SFO","BAL","L 17-20","Robbie Gould","51","N","Y",0,1,2019,12,2019
"2026","19","2019-11-24","SFO","GNB","W 37-8","Chase McLaughlin","27","Y","N",1,0,2019,11,2019
"2132","20","2019-11-24","SFO","GNB","W 37-8","Chase McLaughlin","29","Y","N",1,0,2019,11,2019
"2228","21","2019-11-24","SFO","GNB","W 37-8","Chase McLaughlin","48","Y","N",1,0,2019,11,2019
"2326","22","2019-11-17","SFO","ARI","W 36-26","Chase McLaughlin","43","Y","N",1,0,2019,11,2019
"2426","23","2019-11-11","SFO","SEA","L 24-27","Chase McLaughlin","39","Y","N",1,0,2019,11,2019
"2526","24","2019-11-11","SFO","SEA","L 24-27","Chase McLaughlin","47","N","N",0,0,2019,11,2019
"2625","25","2019-11-11","SFO","SEA","L 24-27","Chase McLaughlin","43","Y","N",1,0,2019,11,2019
"2725","26","2019-11-11","SFO","SEA","L 24-27","Chase McLaughlin","47","Y","N",1,0,2019,11,2019
"2824","27","2019-10-27","SFO","CAR","W 51-13","Robbie Gould","20","Y","N",1,0,2019,10,2019
"2924","28","2019-10-20","SFO","WAS","W 9-0","Robbie Gould","28","Y","N",1,0,2019,10,2019
"3022","29","2019-10-20","SFO","WAS","W 9-0","Robbie Gould","29","Y","N",1,0,2019,10,2019
"3124","30","2019-10-20","SFO","WAS","W 9-0","Robbie Gould","45","N","N",0,0,2019,10,2019
"3220","31","2019-10-20","SFO","WAS","W 9-0","Robbie Gould","22","Y","N",1,0,2019,10,2019
"3317","32","2019-10-13","SFO","LAR","W 20-7","Robbie Gould","25","Y","N",1,0,2019,10,2019
"3412","33","2019-10-13","SFO","LAR","W 20-7","Robbie Gould","55","N","N",0,0,2019,10,2019
"3511","34","2019-10-13","SFO","LAR","W 20-7","Robbie Gould","34","Y","N",1,0,2019,10,2019
"3610","35","2019-10-07","SFO","CLE","W 31-3","Robbie Gould","47","N","N",0,0,2019,10,2019
"376","36","2019-10-07","SFO","CLE","W 31-3","Robbie Gould","32","N","Y",0,1,2019,10,2019
"384","37","2019-10-07","SFO","CLE","W 31-3","Robbie Gould","52","N","N",0,0,2019,10,2019
"394","38","2019-10-07","SFO","CLE","W 31-3","Robbie Gould","44","Y","N",1,0,2019,10,2019
"404","39","2019-09-22","SFO","PIT","W 24-20","Robbie Gould","24","Y","N",1,0,2019,9,2019
"4110","40","2019-09-15","SFO","CIN","W 41-17","Robbie Gould","38","Y","N",1,0,2019,9,2019
"4210","41","2019-09-15","SFO","CIN","W 41-17","Robbie Gould","33","Y","N",1,0,2019,9,2019
"431","42","2019-09-15","SFO","CIN","W 41-17","Robbie Gould","39","N","N",0,0,2019,9,2019
"441","43","2019-09-08","SFO","TAM","W 31-17","Robbie Gould","29","Y","N",1,0,2019,9,2019
"451","44","2019-09-08","SFO","TAM","W 31-17","Robbie Gould","57","N","N",0,0,2019,9,2019
"461","45","2019-09-08","SFO","TAM","W 31-17","Robbie Gould","36","Y","N",1,0,2019,9,2019
"471","46","2019-09-08","SFO","TAM","W 31-17","Robbie Gould","47","Y","N",1,0,2019,9,2019
"2133","1","2020-01-12","SEA","GNB","L 23-28","Jason Myers","50","N","N",0,0,2020,1,2019
"377","2","2020-01-12","SEA","GNB","L 23-28","Jason Myers","45","Y","N",1,0,2020,1,2019
"432","3","2020-01-05","SEA","PHI","W 17-9","Jason Myers","49","Y","N",1,0,2020,1,2019
"528","4","2020-01-05","SEA","PHI","W 17-9","Jason Myers","35","N","Y",0,1,2020,1,2019
"628","5","2019-12-22","SEA","ARI","L 13-27","Jason Myers","30","Y","N",1,0,2019,12,2019
"728","6","2019-12-22","SEA","ARI","L 13-27","Jason Myers","51","Y","N",1,0,2019,12,2019
"828","7","2019-12-15","SEA","CAR","W 30-24","Jason Myers","30","Y","N",1,0,2019,12,2019
"928","8","2019-12-08","SEA","LAR","L 12-28","Jason Myers","34","Y","N",1,0,2019,12,2019
"1028","9","2019-12-08","SEA","LAR","L 12-28","Jason Myers","39","Y","N",1,0,2019,12,2019
"1128","10","2019-12-02","SEA","MIN","W 37-30","Jason Myers","29","Y","N",1,0,2019,12,2019
"1228","11","2019-12-02","SEA","MIN","W 37-30","Jason Myers","29","Y","N",1,0,2019,12,2019
"1328","12","2019-12-02","SEA","MIN","W 37-30","Jason Myers","36","Y","N",1,0,2019,12,2019
"1428","13","2019-11-24","SEA","PHI","W 17-9","Jason Myers","24","Y","N",1,0,2019,11,2019
"1528","14","2019-11-11","SEA","SFO","W 27-24","Jason Myers","42","Y","N",1,0,2019,11,2019
"1628","15","2019-11-11","SEA","SFO","W 27-24","Jason Myers","46","Y","N",1,0,2019,11,2019
"1728","16","2019-11-03","SEA","TAM","W 40-34","Jason Myers","40","N","N",0,0,2019,11,2019
"1828","17","2019-11-03","SEA","TAM","W 40-34","Jason Myers","47","N","N",0,0,2019,11,2019
"1927","18","2019-11-03","SEA","TAM","W 40-34","Jason Myers","22","Y","N",1,0,2019,11,2019
"2027","19","2019-11-03","SEA","TAM","W 40-34","Jason Myers","37","Y","N",1,0,2019,11,2019
"2134","20","2019-10-27","SEA","ATL","W 27-20","Jason Myers","54","Y","N",1,0,2019,10,2019
"2229","21","2019-10-27","SEA","ATL","W 27-20","Jason Myers","42","Y","N",1,0,2019,10,2019
"2327","22","2019-10-20","SEA","BAL","L 16-30","Jason Myers","31","Y","N",1,0,2019,10,2019
"2427","23","2019-10-20","SEA","BAL","L 16-30","Jason Myers","35","Y","N",1,0,2019,10,2019
"2527","24","2019-10-20","SEA","BAL","L 16-30","Jason Myers","34","Y","N",1,0,2019,10,2019
"2626","25","2019-10-20","SEA","BAL","L 16-30","Jason Myers","53","N","N",0,0,2019,10,2019
"2726","26","2019-10-13","SEA","CLE","W 32-28","Jason Myers","38","Y","N",1,0,2019,10,2019
"2825","27","2019-10-13","SEA","CLE","W 32-28","Jason Myers","20","Y","N",1,0,2019,10,2019
"2925","28","2019-10-03","SEA","LAR","W 30-29","Jason Myers","42","Y","N",1,0,2019,10,2019
"3023","29","2019-10-03","SEA","LAR","W 30-29","Jason Myers","48","N","N",0,0,2019,10,2019
"3125","30","2019-09-29","SEA","ARI","W 27-10","Jason Myers","24","Y","N",1,0,2019,9,2019
"3221","31","2019-09-29","SEA","ARI","W 27-10","Jason Myers","33","Y","N",1,0,2019,9,2019
"3318","32","2019-09-15","SEA","PIT","W 28-26","Jason Myers","58","N","N",0,0,2019,9,2019
"2135","1","2019-12-29","TAM","ATL","L 22-28","Matt Gay","49","N","N",0,0,2019,12,2019
"378","2","2019-12-29","TAM","ATL","L 22-28","Matt Gay","34","N","N",0,0,2019,12,2019
"433","3","2019-12-29","TAM","ATL","L 22-28","Matt Gay","44","N","N",0,0,2019,12,2019
"529","4","2019-12-21","TAM","HOU","L 20-23","Matt Gay","54","N","Y",0,1,2019,12,2019
"629","5","2019-12-21","TAM","HOU","L 20-23","Matt Gay","41","Y","N",1,0,2019,12,2019
"729","6","2019-12-21","TAM","HOU","L 20-23","Matt Gay","50","Y","N",1,0,2019,12,2019
"829","7","2019-12-15","TAM","DET","W 38-17","Matt Gay","54","N","N",0,0,2019,12,2019
"929","8","2019-12-15","TAM","DET","W 38-17","Matt Gay","46","Y","N",1,0,2019,12,2019
"1029","9","2019-12-08","TAM","IND","W 38-35","Matt Gay","44","Y","N",1,0,2019,12,2019
"1129","10","2019-12-01","TAM","JAX","W 28-11","Matt Gay","25","Y","N",1,0,2019,12,2019
"1229","11","2019-12-01","TAM","JAX","W 28-11","Matt Gay","37","Y","N",1,0,2019,12,2019
"1329","12","2019-11-24","TAM","ATL","W 35-22","Matt Gay","32","Y","N",1,0,2019,11,2019
"1429","13","2019-11-17","TAM","NOR","L 17-34","Matt Gay","55","Y","N",1,0,2019,11,2019
"1529","14","2019-11-10","TAM","ARI","W 30-27","Matt Gay","41","Y","N",1,0,2019,11,2019
"1629","15","2019-11-10","TAM","ARI","W 30-27","Matt Gay","45","Y","N",1,0,2019,11,2019
"1729","16","2019-11-10","TAM","ARI","W 30-27","Matt Gay","30","Y","N",1,0,2019,11,2019
"1829","17","2019-11-03","TAM","SEA","L 34-40","Matt Gay","50","N","N",0,0,2019,11,2019
"1928","18","2019-11-03","TAM","SEA","L 34-40","Matt Gay","45","Y","N",1,0,2019,11,2019
"2028","19","2019-11-03","TAM","SEA","L 34-40","Matt Gay","41","Y","N",1,0,2019,11,2019
"2136","20","2019-10-27","TAM","TEN","L 23-27","Matt Gay","22","Y","N",1,0,2019,10,2019
"2230","21","2019-10-27","TAM","TEN","L 23-27","Matt Gay","24","Y","N",1,0,2019,10,2019
"2328","22","2019-10-27","TAM","TEN","L 23-27","Matt Gay","48","Y","N",1,0,2019,10,2019
"2428","23","2019-10-13","TAM","CAR","L 26-37","Matt Gay","54","Y","N",1,0,2019,10,2019
"2528","24","2019-10-06","TAM","NOR","L 24-31","Matt Gay","42","Y","N",1,0,2019,10,2019
"2627","25","2019-09-29","TAM","LAR","W 55-40","Matt Gay","21","Y","N",1,0,2019,9,2019
"2727","26","2019-09-29","TAM","LAR","W 55-40","Matt Gay","58","Y","N",1,0,2019,9,2019
"2826","27","2019-09-22","TAM","NYG","L 31-32","Matt Gay","34","N","N",0,0,2019,9,2019
"2926","28","2019-09-22","TAM","NYG","L 31-32","Matt Gay","27","Y","N",1,0,2019,9,2019
"3024","29","2019-09-22","TAM","NYG","L 31-32","Matt Gay","23","Y","N",1,0,2019,9,2019
"3126","30","2019-09-22","TAM","NYG","L 31-32","Matt Gay","47","Y","N",1,0,2019,9,2019
"3222","31","2019-09-22","TAM","NYG","L 31-32","Matt Gay","52","Y","N",1,0,2019,9,2019
"3319","32","2019-09-12","TAM","CAR","W 20-14","Matt Gay","42","N","N",0,0,2019,9,2019
"3413","33","2019-09-12","TAM","CAR","W 20-14","Matt Gay","40","Y","N",1,0,2019,9,2019
"3512","34","2019-09-12","TAM","CAR","W 20-14","Matt Gay","32","Y","N",1,0,2019,9,2019
"3611","35","2019-09-08","TAM","SFO","L 17-31","Matt Gay","31","Y","N",1,0,2019,9,2019
"2137","1","2020-01-19","TEN","KAN","L 24-35","Greg Joseph","30","Y","N",1,0,2020,1,2019
"379","2","2019-12-15","TEN","HOU","L 21-24","Ryan Succop","45","N","Y",0,1,2019,12,2019
"434","3","2019-12-08","TEN","OAK","W 42-21","Ryan Succop","42","N","N",0,0,2019,12,2019
"530","4","2019-12-01","TEN","IND","W 31-17","Ryan Succop","31","Y","N",1,0,2019,12,2019
"630","5","2019-11-03","TEN","CAR","L 20-30","Ryan Succop","56","N","N",0,0,2019,11,2019
"730","6","2019-11-03","TEN","CAR","L 20-30","Ryan Succop","43","N","N",0,0,2019,11,2019
"830","7","2019-11-03","TEN","CAR","L 20-30","Ryan Succop","44","N","N",0,0,2019,11,2019
"930","8","2019-10-27","TEN","TAM","W 27-23","Cody Parkey","51","Y","N",1,0,2019,10,2019
"1030","9","2019-10-27","TEN","TAM","W 27-23","Cody Parkey","42","Y","N",1,0,2019,10,2019
"1130","10","2019-10-20","TEN","LAC","W 23-20","Cody Parkey","45","Y","N",1,0,2019,10,2019
"1230","11","2019-10-06","TEN","BUF","L 7-14","Cairo Santos","53","N","N",0,0,2019,10,2019
"1330","12","2019-10-06","TEN","BUF","L 7-14","Cairo Santos","50","N","N",0,0,2019,10,2019
"1430","13","2019-10-06","TEN","BUF","L 7-14","Cairo Santos","33","N","Y",0,1,2019,10,2019
"1530","14","2019-10-06","TEN","BUF","L 7-14","Cairo Santos","36","N","N",0,0,2019,10,2019
"1630","15","2019-09-29","TEN","ATL","W 24-10","Cairo Santos","45","Y","N",1,0,2019,9,2019
"1730","16","2019-09-15","TEN","IND","L 17-19","Cairo Santos","49","Y","N",1,0,2019,9,2019
"1830","17","2019-09-15","TEN","IND","L 17-19","Cairo Santos","45","N","N",0,0,2019,9,2019
"1929","18","2019-09-08","TEN","CLE","W 43-13","Cairo Santos","37","Y","N",1,0,2019,9,2019
"2029","19","2019-09-08","TEN","CLE","W 43-13","Cairo Santos","53","Y","N",1,0,2019,9,2019
"2138","1","2019-12-29","WAS","DAL","L 16-47","Dustin Hopkins","28","Y","N",1,0,2019,12,2019
"380","2","2019-12-29","WAS","DAL","L 16-47","Dustin Hopkins","42","Y","N",1,0,2019,12,2019
"435","3","2019-12-29","WAS","DAL","L 16-47","Dustin Hopkins","31","Y","N",1,0,2019,12,2019
"531","4","2019-12-15","WAS","PHI","L 27-37","Dustin Hopkins","43","Y","N",1,0,2019,12,2019
"631","5","2019-12-15","WAS","PHI","L 27-37","Dustin Hopkins","53","Y","N",1,0,2019,12,2019
"731","6","2019-12-08","WAS","GNB","L 15-20","Dustin Hopkins","52","Y","N",1,0,2019,12,2019
"831","7","2019-12-01","WAS","CAR","W 29-21","Dustin Hopkins","42","Y","N",1,0,2019,12,2019
"931","8","2019-12-01","WAS","CAR","W 29-21","Dustin Hopkins","36","Y","N",1,0,2019,12,2019
"1031","9","2019-12-01","WAS","CAR","W 29-21","Dustin Hopkins","25","Y","N",1,0,2019,12,2019
"1131","10","2019-12-01","WAS","CAR","W 29-21","Dustin Hopkins","49","N","Y",0,1,2019,12,2019
"1231","11","2019-11-24","WAS","DET","W 19-16","Dustin Hopkins","28","Y","N",1,0,2019,11,2019
"1331","12","2019-11-24","WAS","DET","W 19-16","Dustin Hopkins","42","Y","N",1,0,2019,11,2019
"1431","13","2019-11-24","WAS","DET","W 19-16","Dustin Hopkins","37","Y","N",1,0,2019,11,2019
"1531","14","2019-11-24","WAS","DET","W 19-16","Dustin Hopkins","39","Y","N",1,0,2019,11,2019
"1631","15","2019-11-17","WAS","NYJ","L 17-34","Dustin Hopkins","29","N","N",0,0,2019,11,2019
"1731","16","2019-11-17","WAS","NYJ","L 17-34","Dustin Hopkins","44","Y","N",1,0,2019,11,2019
"1831","17","2019-11-03","WAS","BUF","L 9-24","Dustin Hopkins","39","Y","N",1,0,2019,11,2019
"1930","18","2019-11-03","WAS","BUF","L 9-24","Dustin Hopkins","33","Y","N",1,0,2019,11,2019
"2030","19","2019-11-03","WAS","BUF","L 9-24","Dustin Hopkins","29","Y","N",1,0,2019,11,2019
"2139","20","2019-10-24","WAS","MIN","L 9-19","Dustin Hopkins","21","Y","N",1,0,2019,10,2019
"2231","21","2019-10-24","WAS","MIN","L 9-19","Dustin Hopkins","43","Y","N",1,0,2019,10,2019
"2329","22","2019-10-24","WAS","MIN","L 9-19","Dustin Hopkins","30","Y","N",1,0,2019,10,2019
"2429","23","2019-10-20","WAS","SFO","L 0-9","Dustin Hopkins","39","N","N",0,0,2019,10,2019
"2529","24","2019-10-13","WAS","MIA","W 17-16","Dustin Hopkins","21","Y","N",1,0,2019,10,2019
"2628","25","2019-10-13","WAS","MIA","W 17-16","Dustin Hopkins","55","N","N",0,0,2019,10,2019
"2728","26","2019-09-29","WAS","NYG","L 3-24","Dustin Hopkins","21","Y","N",1,0,2019,9,2019
"2827","27","2019-09-23","WAS","CHI","L 15-31","Dustin Hopkins","43","N","N",0,0,2019,9,2019
"2927","28","2019-09-23","WAS","CHI","L 15-31","Dustin Hopkins","35","Y","N",1,0,2019,9,2019
"3025","29","2019-09-08","WAS","PHI","L 27-32","Dustin Hopkins","41","Y","N",1,0,2019,9,2019
"3127","30","2019-09-08","WAS","PHI","L 27-32","Dustin Hopkins","48","Y","N",1,0,2019,9,2019
