"","parameter","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","slice"
"144","prediction[4]",24.9964814168928,0.000209131328063123,0.0212901918842909,24.9619393394634,24.9999999993833,25,25,25,10363.8462268293,1.00054494468175,"ID = 4"
"145","prediction[5]",24.9978378936037,0.000143016445151671,0.0146463053915646,24.9790547151379,24.9999999999878,25,25,25,10487.7955595611,1.00051635743398,"ID = 4"
"146","prediction[6]",24.998638390991,9.98281938116508e-05,0.0102976448156417,24.9883810454108,24.9999999999998,25,25,25,10640.6801604218,1.00048126833029,"ID = 4"
"147","prediction[7]",24.9991248165331,7.0748020710801e-05,0.00736571062267718,24.9936976093475,25,25,25,25,10839.2870306595,1.0004387370747,"ID = 4"
"148","prediction[8]",24.9994275752306,5.0746898434671e-05,0.00534256830010176,24.9965994610632,25,25,25,25,11083.6080090717,1.00038989052832,"ID = 4"
"149","prediction[9]",24.9996198762553,3.67645481441504e-05,0.00391996450738809,24.9982126015192,25,25,25,25,11368.5690605235,1.0003371273778,"ID = 4"
"150","prediction[10]",24.9997441748928,2.68629496097228e-05,0.0029038107312628,24.9990716246578,25,25,25,25,11685.0134581295,1.00028336413517,"ID = 4"
"151","lp__",-1.86441479382809,0.0147652128218572,0.988822418840084,-4.54540211141216,-2.21738094498401,-1.55031548349071,-1.17240347151811,-0.940252447805208,4484.94566850871,1.00161692730141,"ID = 4"
"152","r",-1.27134606041915,0.0100465835891745,0.681717101347608,-2.84307555552826,-1.68035815960215,-1.16833299523285,-0.750980394233873,-0.261151809641792,4604.384395919,1.00200196262647,"ID = 5"
"153","lambda",1.87857116695026,0.0331223267878266,2.50827154445592,0.168993652617922,0.593406417995006,1.13944864773434,2.20756958544524,7.9892603026828,5734.65673748129,1.00038418685323,"ID = 5"
"154","prediction[1]",24.9602957571292,0.0016021180738651,0.161018887463118,24.5530602753991,24.9997161187445,25,25,25,10101.0054072466,1.00070936349694,"ID = 5"
"155","prediction[2]",24.9896813494855,0.000491850338309638,0.0496634899040161,24.8762703474,24.9999992980573,25,25,25,10195.4997967608,1.00060199513322,"ID = 5"
"156","prediction[3]",24.9940956109115,0.000314386414991276,0.0318542696016674,24.9315345504072,24.9999999767278,25,25,25,10266.153653956,1.00057089388001,"ID = 5"
"157","prediction[4]",24.9964814168928,0.000209131328063123,0.0212901918842909,24.9619393394634,24.9999999993833,25,25,25,10363.8462268293,1.00054494468175,"ID = 5"
"158","prediction[5]",24.9978378936037,0.000143016445151671,0.0146463053915646,24.9790547151379,24.9999999999878,25,25,25,10487.7955595611,1.00051635743398,"ID = 5"
"159","prediction[6]",24.998638390991,9.98281938116508e-05,0.0102976448156417,24.9883810454108,24.9999999999998,25,25,25,10640.6801604218,1.00048126833029,"ID = 5"
"160","prediction[7]",24.9991248165331,7.0748020710801e-05,0.00736571062267718,24.9936976093475,25,25,25,25,10839.2870306595,1.0004387370747,"ID = 5"
"161","prediction[8]",24.9994275752306,5.0746898434671e-05,0.00534256830010176,24.9965994610632,25,25,25,25,11083.6080090717,1.00038989052832,"ID = 5"
"162","prediction[9]",24.9996198762553,3.67645481441504e-05,0.00391996450738809,24.9982126015192,25,25,25,25,11368.5690605235,1.0003371273778,"ID = 5"
"163","prediction[10]",24.9997441748928,2.68629496097228e-05,0.0029038107312628,24.9990716246578,25,25,25,25,11685.0134581295,1.00028336413517,"ID = 5"
"164","lp__",-1.86441479382809,0.0147652128218572,0.988822418840084,-4.54540211141216,-2.21738094498401,-1.55031548349071,-1.17240347151811,-0.940252447805208,4484.94566850871,1.00161692730141,"ID = 5"
