"","rowname","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","r","N2"
"29","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,8
"30","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,8
"31","CEchoices[3]",0.958175,0.0230928885189794,2.23610446480791,-1,-1,0,3,6,9376.2172063485,0.999979532000046,0,8
"32","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,8
"33","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,9
"34","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,9
"35","CEchoices[3]",0.974169230769231,0.0235092475762276,2.27727629790502,-1,-1,0.692307692307692,2.07692307692308,6.23076923076923,9383.26524023197,1.00002408673716,0,9
"36","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,9
"37","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,10
"38","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,10
"39","CEchoices[3]",0.996507142857143,0.02432416685697,2.30954859328957,-1,-1,0,2.57142857142857,6.42857142857143,9015.26009442983,1.00001638709512,0,10
"40","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,10
"41","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,11
"42","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,11
"43","CEchoices[3]",1.0168,0.0246113784721388,2.33149341690635,-1,-1,0.6,3,6.6,8974.21580780962,1.00004111218305,0,11
"44","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,11
"45","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,12
"46","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,12
"47","CEchoices[3]",1.0253125,0.0249652848872869,2.35869633214263,-1,-1,0,2.25,6.75,8926.29038188456,1.00005685955823,0,12
"48","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,12
"49","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,13
"50","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,13
"51","CEchoices[3]",1.0467,0.0251978306250126,2.37197158739052,-1,-1,0.529411764705882,2.64705882352941,6.88235294117647,8861.20247944172,1.00005085218344,0,13
"52","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,13
"53","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,14
"54","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,14
"55","CEchoices[3]",1.04745,0.0256145649931283,2.40072628007309,-1,-1,0,3,6,8784.38423176438,1.00003854134751,0,14
"56","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,14
"57","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,15
"58","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,15
"59","CEchoices[3]",1.06826842105263,0.0258421285134064,2.40637165080129,-1,-1,0.473684210526315,2.36842105263158,6.1578947368421,8670.99311375392,1.00006337001985,0,15
"60","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,15
"61","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,16
"62","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,16
"63","CEchoices[3]",1.07442,0.026079470341121,2.42488054672458,-1,-1,0,2.7,6.3,8645.36164815822,1.00002294098909,0,16
"64","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,16
"65","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,17
"66","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,17
"67","CEchoices[3]",1.08681428571429,0.0262882243987816,2.43599135056756,-1,-1,0.428571428571429,3,6.42857142857143,8586.75313400907,1.00004558669435,0,17
"68","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,17
"69","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,18
"70","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,18
"71","CEchoices[3]",1.09155454545455,0.0263931859844846,2.44706499482879,-1,-1,0,2.45454545454545,6.54545454545454,8596.21705251871,1.00003409736857,0,18
"72","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,18
"73","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,19
"74","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,19
"75","CEchoices[3]",1.09811304347826,0.0266105338813923,2.4576460355511,-1,-1,-0.391304347826086,2.73913043478261,6.65217391304348,8529.6555054018,1.00003662410565,0,19
"76","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,19
"77","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,20
"78","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,20
"79","CEchoices[3]",1.107675,0.0267660206316188,2.4660147821577,-1,-1,0,3,6.75,8488.35891006916,1.00004873050338,0,20
"80","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,20
"81","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,21
"82","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,21
"83","CEchoices[3]",1.109328,0.026955807501211,2.47738397911688,-1,-1,0.359999999999999,3.24,6.84,8446.6005607154,1.00004956764205,0,21
"84","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0,21
"85","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,22
"86","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,22
"87","CEchoices[3]",1.12980769230769,0.0258232318302675,2.479842889714,-1,-1,0,2.76923076923077,6.92307692307692,9222.04305857178,1.00072327572965,0,22
"88","lp__",-3.32829315340585,0.00895207167969385,0.762080511852671,-5.48578132392691,-3.52380578358387,-3.03442987293304,-2.830413056012,-2.77310041654965,7246.93906830958,1.00050964820012,0,22
"89","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,23
"90","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,23
"91","CEchoices[3]",1.08423333333333,0.0262743405547355,2.45617266545768,-1,-1,0.333333333333332,3,6.33333333333333,8738.84704927734,1.00070002249747,0,23
"92","lp__",-3.32699189220562,0.00891108753086423,0.76709071981084,-5.50783763535562,-3.51933223891657,-3.02425127753798,-2.82778182169703,-2.77317120090576,7410.23597698474,1.00077299414844,0,23
"93","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,24
"94","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,24
"95","CEchoices[3]",1.08874642857143,0.0252845254681334,2.45805286287567,-1,-1,0,2.57142857142857,7.07142857142857,9450.89248277055,1.00032457967797,0,24
"96","lp__",-3.32806134241266,0.0100804438474388,0.788136598110051,-5.55519483696903,-3.5048082276607,-3.02544028243662,-2.82873364082183,-2.77315153849862,6112.84917603267,1.00058885313591,0,24
"97","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,25
"98","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,25
"99","CEchoices[3]",1.09940344827586,0.0260346634075843,2.4963659412929,-1,-1,-0.310344827586206,2.79310344827586,6.51724137931034,9194.17070808961,1.0005966457362,0,25
"100","lp__",-3.33881457726237,0.00988700250931708,0.788001955388316,-5.57815414499642,-3.52911458408603,-3.02824918771347,-2.82821811833267,-2.77314180547334,6352.21664670832,1.00012911601769,0,25
"101","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,26
"102","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,26
"103","CEchoices[3]",1.14665,0.0272662047086139,2.51408349270473,-1,-1,0,3,6.6,8501.78290707344,1.00024725982269,0,26
"104","lp__",-3.34218056196227,0.00897058238400162,0.796068697315116,-5.57636061923795,-3.53343568968309,-3.03525775747962,-2.82979805034753,-2.77311873725493,7875.16779783746,1.00018315438864,0,26
"105","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,27
"106","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,27
"107","CEchoices[3]",1.11167096774194,0.0273673543090473,2.51079783702318,-1,-1,-0.29032258064516,3.19354838709677,6.67741935483871,8417.01036786593,0.999918086690575,0,27
"108","lp__",-3.34241092594887,0.00879339169198037,0.786456226729131,-5.59510783824869,-3.54156038221876,-3.03440170452116,-2.83224852406058,-2.773238397578,7999.01061394319,0.999947584452756,0,27
"109","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,28
"110","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,28
"111","CEchoices[3]",1.11421875,0.0273232464924392,2.49027657746485,-1,-1,0,2.8125,6.75,8306.73904691739,0.999958433461408,0,28
"112","lp__",-3.32828522488646,0.00891121847270443,0.767119119065582,-5.50556452669353,-3.51248203156479,-3.02894813306905,-2.83006233554288,-2.77313763863692,7410.56688388297,0.999959096019057,0,28
"113","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,29
"114","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,29
"115","CEchoices[3]",1.13297272727273,0.0259462446246584,2.51492959364294,-1,-1,0.272727272727273,3,6.81818181818182,9395.12680171442,1.00006970440904,0,29
"116","lp__",-3.33441462940518,0.00970729230635173,0.783046574426182,-5.57377219580208,-3.52023785093759,-3.02851723054663,-2.82868648821088,-2.77308322414559,6506.97253113426,1.00027881162934,0,29
"117","CEchoices[1]",1,NA,0,1,1,1,1,1,NA,NA,0,30
"118","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0,30
"119","CEchoices[3]",1.16463235294118,0.0268778908234104,2.52439922784348,-1,-1,0,3.1764705882353,6.88235294117647,8821.16013820668,0.999898745131743,0,30
"120","lp__",-3.33466333719617,0.00835088741351772,0.754545475283746,-5.48894381431774,-3.54098750197272,-3.0421457155576,-2.83106593024455,-2.77318609521869,8164.04859590048,1.00006336177474,0,30
"121","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,1
"122","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,1
"123","CEchoices[3]",0.00572312527107835,0.00859214752912681,1.00383915951178,-0.999999999999998,-0.999999999999998,1.00763175021674,1.00763175021674,1.00763175021674,13649.753736593,0.999964730138222,0.02,1
"124","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,1
"125","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,2
"126","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,2
"127","CEchoices[3]",0.0530976037925717,0.0126390937441131,1.44179686532072,-0.999999999999998,-0.999999999999998,-0.805663423516948,2.25409117457364,2.25409117457364,13012.9656651898,0.99992204745595,0.02,2
"128","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,2
"129","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,3
"130","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,3
"131","CEchoices[3]",0.290430500529699,0.014954787043817,1.58713612051759,-0.999999999999998,-0.999999999999998,0.48280253388688,0.48280253388688,3.16383609952867,11263.357918257,0.99987201825404,0.02,3
"132","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,3
"133","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,4
"134","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,4
"135","CEchoices[3]",0.326196757085547,0.0167633681051777,1.76450722560151,-0.999999999999998,-0.999999999999998,-0.805663423516948,1.47142028208725,3.85717492472204,11079.6060498061,0.999970051604349,0.02,4
"136","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,4
"137","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,5
"138","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,5
"139","CEchoices[3]",0.428349587929995,0.017835740165283,1.83210691377756,-0.999999999999998,-0.999999999999998,0.193593693366423,2.25409117457364,4.40316495102535,10551.6251302945,1.00000648810495,0.02,5
"140","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,5
"141","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,6
"142","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,6
"143","CEchoices[3]",0.45683136810043,0.0192274243822758,1.93220693518307,-0.999999999999998,-0.999999999999998,-0.805663423516948,1.00763175021674,4.84429072681583,10098.6901912717,1.00006385182454,0.02,6
"144","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,6
"145","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,7
"146","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,7
"147","CEchoices[3]",0.51609568510958,0.0198824591540838,1.97581884450192,-0.999999999999998,-0.999999999999998,0.0104188851077136,1.68366384414369,5.2081292038036,9875.38528765228,1.00000733089715,0.02,7
"148","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,7
"149","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,8
"150","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,8
"151","CEchoices[3]",0.536528220263276,0.0205251609826974,2.03121638484116,-0.999999999999998,-0.999999999999998,-0.805663423516948,2.25409117457364,5.51336355606044,9793.52955163969,0.999967192322284,0.02,8
"152","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,8
"153","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,9
"154","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,9
"155","CEchoices[3]",0.573000819397775,0.0209714066622277,2.06689578306315,-0.999999999999998,-0.999999999999998,-0.11600247862184,1.29253060383804,5.77310220351159,9713.64068834997,1.00000789932545,0.02,9
"156","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,9
"157","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,10
"158","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,10
"159","CEchoices[3]",0.589190639226988,0.0217376003683043,2.10543738788128,-0.999999999999998,-0.999999999999998,-0.805663423516948,1.80535161661563,5.99681432233404,9381.26623145206,0.999988537955014,0.02,10
"160","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,10
"161","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,11
"162","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,11
"163","CEchoices[3]",0.614823462858601,0.0221087799696704,2.13057983522516,-0.999999999999998,-0.999999999999998,-0.208508746531459,2.25409117457364,6.19151112480249,9286.79950617911,1.00003240561738,0.02,11
"164","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,11
"165","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,12
"166","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,12
"167","CEchoices[3]",0.627400413523332,0.0223984021065211,2.15515339806481,-0.999999999999998,-0.999999999999998,-0.805663423516948,1.47142028208725,6.36249496456093,9258.10924169865,1.00002993207595,0.02,12
"168","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,12
"169","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,13
"170","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,13
"171","CEchoices[3]",0.645855319988432,0.0226958947570506,2.17647225287755,-0.999999999999998,-0.999999999999998,-0.279133532982637,1.88424887224249,6.51385016581422,9196.26869336201,1.00004340437797,0.02,13
"172","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,13
"173","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,14
"174","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,14
"175","CEchoices[3]",0.657228440745547,0.02306759692741,2.19829897907622,-0.999999999999998,-0.999999999999998,-0.805663423516948,2.25409117457364,5.51336355606044,9081.73464157954,1.0000174598681,0.02,14
"176","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,14
"177","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,15
"178","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,15
"179","CEchoices[3]",0.67008238805395,0.0233329417975034,2.21442521823668,-0.999999999999998,-0.999999999999998,-0.334819563172175,1.59418829868215,5.69093361239402,9007.05970987909,1.00004961435933,0.02,15
"180","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,15
"181","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,16
"182","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,16
"183","CEchoices[3]",0.68114503731415,0.0235848598352001,2.23045062404286,-0.999999999999998,-0.999999999999998,-0.805663423516948,1.93955111966106,5.8512876389311,8943.72893203204,1.00000872546249,0.02,16
"184","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,16
"185","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,17
"186","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,17
"187","CEchoices[3]",0.69182985781334,0.0237990341675795,2.24615022901058,-0.999999999999998,-0.999999999999998,-0.379853350476285,2.25409117457364,5.99681432233404,8907.56365360886,1.00003038475941,0.02,17
"188","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,17
"189","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,18
"190","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,18
"191","CEchoices[3]",0.698119102761703,0.0239021528066066,2.25807733361533,-0.999999999999998,-0.999999999999998,-0.805663423516948,1.68366384414369,6.12947986749173,8924.90466456139,1.00002702239145,0.02,18
"192","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,18
"193","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,19
"194","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,19
"195","CEchoices[3]",0.705996418800254,0.0240947103787497,2.26920227332348,-0.999999999999998,-0.999999999999998,-0.999999999999998,1.98046604303185,6.25091746909495,8869.57885477411,1.00002311841659,0.02,19
"196","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,19
"197","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,20
"198","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,20
"199","CEchoices[3]",0.715165031922986,0.0242937839132828,2.2794234521634,-0.999999999999998,-0.999999999999998,-0.805663423516948,2.25409117457364,6.36249496456093,8803.58772194064,1.00004319806113,0.02,20
"200","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,20
"201","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,21
"202","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,21
"203","CEchoices[3]",0.719825712760791,0.0244583287205131,2.29026032427185,-0.999999999999998,-0.999999999999998,-0.44822711915346,2.50715570184553,6.4653666346454,8768.31501067963,1.00004164947705,0.02,21
"204","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.02,21
"205","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,22
"206","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,22
"207","CEchoices[3]",0.737610721071981,0.023927596738566,2.29299935927647,-0.999999999999998,-0.999999999999998,-0.805663423516948,2.01196185946571,6.56051332325278,9183.53118870982,1.00070948766781,0.02,22
"208","lp__",-3.32829315340585,0.00895207167969385,0.762080511852671,-5.48578132392691,-3.52380578358387,-3.03442987293304,-2.830413056012,-2.77310041654965,7246.93906830958,1.00050964820012,0.02,22
"209","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,23
"210","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,23
"211","CEchoices[3]",0.695608870494948,0.0240819402223757,2.26578392721208,-0.999999999999998,-0.999999999999998,-0.474791687907104,2.25409117457364,5.88897612698919,8852.25743702316,1.00063859542042,0.02,23
"212","lp__",-3.32699189220562,0.00891108753086423,0.76709071981084,-5.50783763535562,-3.51933223891657,-3.02425127753798,-2.82778182169703,-2.77317120090576,7410.23597698474,1.00077299414844,0.02,23
"213","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,24
"214","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,24
"215","CEchoices[3]",0.696950658159081,0.0235220006507025,2.27285911481248,-0.999999999999998,-0.999999999999998,-0.805663423516948,1.80535161661563,6.73086976959092,9336.76692435918,1.00036553064075,0.02,24
"216","lp__",-3.32806134241266,0.0100804438474388,0.788136598110051,-5.55519483696903,-3.5048082276607,-3.02544028243662,-2.82873364082183,-2.77315153849862,6112.84917603267,1.00058885313591,0.02,24
"217","CEchoices[1]",0.194336576483048,0,0,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,0.194336576483048,2.0006001800542,0.999799979995999,0.02,25
"218","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.02,25
