"","rowname","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","r","N2"
"393","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,9
"394","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,9
"395","CEchoices[3]",-0.0897849966665643,0.0152951220708076,1.57159655923734,-1,-1,-1,-0.307429571669793,4.63775954609167,10557.8683845674,1.00000554398666,0.06,9
"396","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,9
"397","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,10
"398","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,10
"399","CEchoices[3]",-0.0790249971843213,0.0159996742432691,1.62056101724398,-1,-1,-1,0.209925357030167,4.91418761833617,10259.0818453165,0.999975277762883,0.06,10
"400","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,10
"401","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,11
"402","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,11
"403","CEchoices[3]",-0.0469751156995716,0.0164256013355548,1.64766535401062,-1,-1,-1,0.671668805148033,5.15752413426296,10062.2583500765,1.00003208115187,0.06,11
"404","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,11
"405","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,12
"406","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,12
"407","CEchoices[3]",-0.0333657889762432,0.0167681214702804,1.67834408145132,-1,-1,-1,-0.128176376116344,5.37339753346874,10018.2803328698,1.00000987926125,0.06,12
"408","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,12
"409","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,13
"410","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,13
"411","CEchoices[3]",-0.0173468183189366,0.0170317679502491,1.70489012345293,-1,-1,-1,0.290485488649306,5.56622414345727,10020.1293277752,1.00004086523027,0.06,13
"412","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,13
"413","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,14
"414","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,14
"415","CEchoices[3]",0.00159425556334459,0.0174361748091271,1.72824941651198,-1,-1,-1,0.671668805148033,4.32095005769643,9824.49891329955,1.00001471280269,0.06,14
"416","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,14
"417","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,15
"418","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,15
"419","CEchoices[3]",0.0056242903447409,0.0177293074232536,1.75362985587389,-1,-1,-1,-0.00440912180974203,4.53706234517043,9783.45654324335,1.00004193585968,0.06,15
"420","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,15
"421","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,16
"422","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,16
"423","CEchoices[3]",0.0263624411990649,0.0179638577190384,1.76750756730204,-1,-1,-1,0.347110171064782,4.7339887255188,9681.06977905914,1.00000494270583,0.06,16
"424","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,16
"425","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,17
"426","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,17
"427","CEchoices[3]",0.0327581560986174,0.0182114539619572,1.79009667683616,-1,-1,-1,0.671668805148033,4.91418761833617,9661.92655987102,1.00002032735734,0.06,17
"428","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,17
"429","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,18
"430","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,18
"431","CEchoices[3]",0.043246110851043,0.0183752319418195,1.80471409809905,-1,-1,-1,0.0861842430298647,5.07971282762132,9646.08673333564,1.00002426424353,0.06,18
"432","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,18
"433","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,19
"434","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,19
"435","CEchoices[3]",0.0524506375839597,0.01860215595577,1.81619424031558,-1,-1,-1,0.389087192972268,5.232293816634,9532.30711179969,1.00000954589832,0.06,19
"436","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,19
"437","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,20
"438","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,20
"439","CEchoices[3]",0.059058557503423,0.0188140888767217,1.83060208013121,-1,-1,-1,0.671668805148033,5.37339753346874,9467.19931446165,1.00004675836915,0.06,20
"440","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,20
"441","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,21
"442","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,21
"443","CEchoices[3]",0.0681148849337763,0.0189767150388536,1.84261996759145,-1,-1,-1,0.935944541680512,5.50427656734596,9428.21492126596,1.00005734802014,0.06,21
"444","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.06,21
"445","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,22
"446","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,22
"447","CEchoices[3]",0.0752918487826392,0.0193055819476547,1.84538395868499,-1,-1,-1,0.42144930601125,5.62600704672406,9137.08546482311,1.00062721575999,0.06,22
"448","lp__",-3.32829315340585,0.00895207167969385,0.762080511852671,-5.48578132392691,-3.52380578358387,-3.03442987293304,-2.830413056012,-2.77310041654965,7246.93906830958,1.00050964820012,0.06,22
"449","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,23
"450","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,23
"451","CEchoices[3]",0.0448715849875705,0.0189921051121794,1.81621425089879,-1,-1,-1,0.671668805148033,4.78052020248127,9145.08923656316,1.00048907340501,0.06,23
"452","lp__",-3.32699189220562,0.00891108753086423,0.76709071981084,-5.50783763535562,-3.51933223891657,-3.02425127753798,-2.82778182169703,-2.77317120090576,7410.23597698474,1.00077299414844,0.06,23
"453","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,24
"454","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,24
"455","CEchoices[3]",0.0432835815331694,0.0191060161613808,1.83278545127214,-1,-1,-1,0.209925357030167,5.84561922810426,9202.01582825919,1.00045017694374,0.06,24
"456","lp__",-3.32806134241266,0.0100804438474388,0.788136598110051,-5.55519483696903,-3.5048082276607,-3.02544028243662,-2.82873364082183,-2.77315153849862,6112.84917603267,1.00058885313591,0.06,24
"457","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,25
"458","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,25
"459","CEchoices[3]",0.0720342057004634,0.0197864316364417,1.87024679684203,-1,-1,-1,0.447160566133475,5.03960769606522,8934.3483469709,1.00052395651621,0.06,25
"460","lp__",-3.33881457726237,0.00988700250931708,0.788001955388316,-5.57815414499642,-3.52911458408603,-3.02824918771347,-2.82821811833267,-2.77314180547334,6352.21664670832,1.00012911601769,0.06,25
"461","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,26
"462","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,26
"463","CEchoices[3]",0.105844625950356,0.0200028446516929,1.88850934887524,-1,-1,-1,0.671668805148033,5.15752413426296,8913.63310349937,1.00017606581119,0.06,26
"464","lp__",-3.34218056196227,0.00897058238400162,0.796068697315116,-5.57636061923795,-3.53343568968309,-3.03525775747962,-2.82979805034753,-2.77311873725493,7875.16779783746,1.00018315438864,0.06,26
"465","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,27
"466","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,27
"467","CEchoices[3]",0.0855163113698576,0.0202020078026451,1.88902582173981,-1,-1,-1,0.884466297111181,5.26859347045273,8743.52829788928,0.999969859945831,0.06,27
"468","lp__",-3.34241092594887,0.00879339169198037,0.786456226729131,-5.59510783824869,-3.54156038221876,-3.03440170452116,-2.83224852406058,-2.773238397578,7999.01061394319,0.999947584452756,0.06,27
"469","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,28
"470","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,28
"471","CEchoices[3]",0.0757449432597197,0.0202061576831887,1.86510229282612,-1,-1,-1,0.468080210280346,5.37339753346874,8519.96550441045,0.999893249149626,0.06,28
"472","lp__",-3.32828522488646,0.00891121847270443,0.767119119065582,-5.50556452669353,-3.51248203156479,-3.02894813306905,-2.83006233554288,-2.77313763863692,7410.56688388297,0.999959096019057,0.06,28
"473","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,29
"474","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,29
"475","CEchoices[3]",0.0943988185645858,0.0198355365778067,1.9009889220586,-1,-1,-1,0.671668805148033,5.47245381306996,9184.83302828672,1.00007180229059,0.06,29
"476","lp__",-3.33441462940518,0.00970729230635173,0.783046574426182,-5.57377219580208,-3.52023785093759,-3.02851723054663,-2.82868648821088,-2.77308322414559,6506.97253113426,1.00027881162934,0.06,29
"477","CEchoices[1]",-1.32034235507355,0,0,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,-1.32034235507355,2.0006001800542,0.999799979995999,0.06,30
"478","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.06,30
"479","CEchoices[3]",0.116071729219579,0.0202551267216249,1.90762206151083,-1,-1,-1,0.865580374265998,5.56622414345727,8869.81871356914,0.99995407851869,0.06,30
"480","lp__",-3.33466333719617,0.00835088741351772,0.754545475283746,-5.48894381431774,-3.54098750197272,-3.0421457155576,-2.83106593024455,-2.77318609521869,8164.04859590048,1.00006336177474,0.06,30
"481","CEchoices[1]",-1.99354388407973,0,0,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,2.0006001800542,0.999799979995999,0.08,1
"482","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.08,1
"483","CEchoices[3]",-1,0,0,-1,-1,-1,-1,-1,2.0006001800542,0.999799979995999,0.08,1
"484","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.08,1
"485","CEchoices[1]",-1.99354388407973,0,0,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,2.0006001800542,0.999799979995999,0.08,2
"486","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.08,2
"487","CEchoices[3]",-0.735114200767157,0.00350966311737299,0.40501555015762,-1,-1,-1,-0.115868493882363,-0.115868493882363,13317.1880414722,0.999918921749728,0.08,2
"488","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.08,2
"489","CEchoices[1]",-1.99354388407973,0,0,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,2.0006001800542,0.999799979995999,0.08,3
"490","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.08,3
"491","CEchoices[3]",-0.624800032995389,0.00645958386113291,0.742537387825468,-1,-1,-1,-1,0.844640939059057,13213.7951621133,0.999918612643623,0.08,3
"492","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.08,3
"493","CEchoices[1]",-1.99354388407973,0,0,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,2.0006001800542,0.999799979995999,0.08,4
"494","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.08,4
"495","CEchoices[3]",-0.591772072443838,0.00796336726030817,0.918871126426347,-1,-1,-1,-0.89973560898053,1.61678799141948,13314.2197090356,0.999953686592505,0.08,4
"496","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.08,4
"497","CEchoices[1]",-1.99354388407973,0,0,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,2.0006001800542,0.999799979995999,0.08,5
"498","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.08,5
"499","CEchoices[3]",-0.485373119773806,0.00924573860191048,1.0185001335469,-1,-1,-1,-0.115868493882363,2.25216131332382,12134.9770410798,1.00006090892458,0.08,5
"500","lp__",-3.32917256623241,0.00810850079461287,0.770862057562528,-5.51882159301363,-3.52218573840409,-3.02719475066561,-2.82675794308343,-2.77312377766804,9037.99741022788,1.00019905402834,0.08,5
"501","CEchoices[1]",-1.99354388407973,0,0,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,-1.99354388407973,2.0006001800542,0.999799979995999,0.08,6
"502","CEchoices[2]",0,NA,0,0,0,0,0,0,NA,NA,0.08,6
"503","CEchoices[3]",-0.449471645241999,0.0105270112888641,1.13452116773299,-1,-1,-1,-1,2.78478822098632,11614.8880785634,1.00007334059908,0.08,6
