"","par","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"78","pr[76]",0.590688554164773,0.000419772059405324,0.015262434871437,0.561691405155753,0.580396261825191,0.590446683555666,0.600996140256944,0.620342755843703,1321.96693117583,1.00180154807831
"79","pr[77]",0.584693054795227,0.00042030981536716,0.0152374903052283,0.55575652947959,0.574398106159249,0.584441904310319,0.59496418620747,0.614297505122372,1314.27976209596,1.00181653963945
"80","pr[78]",0.578797511839788,0.000420691743854284,0.0152089189534592,0.549957082920351,0.568501706074877,0.578520140334425,0.589040320431619,0.60838874035492,1306.97931184362,1.0018310007534
"81","pr[79]",0.573000293757322,0.000420926872556947,0.0151769630727468,0.54426107750392,0.562717541244946,0.572690321486972,0.583241977509151,0.60254709604075,1300.03920578532,1.00184495454766
"82","pr[80]",0.567299749391105,0.000421023792773504,0.0151418520345422,0.53866643419124,0.557038880655732,0.566985144067043,0.577477065874048,0.596803063943701,1293.43532392292,1.00185842306077
"83","pr[81]",0.561694214329348,0.000420990674024305,0.0151038028667116,0.533162927195299,0.551465138847811,0.561365065226432,0.571873484329777,0.591149127616445,1287.14557127582,1.00187142728427
"84","pr[82]",0.556182016538372,0.000420835279214765,0.0150630207929734,0.52774024592803,0.545987828197175,0.555832317758813,0.566303655934525,0.585584167572984,1281.14967516417,1.0018839872057
"85","pr[83]",0.550761481340539,0.000420564980126223,0.0150196997662384,0.52240450788194,0.540588017231686,0.550384047005179,0.560865088781455,0.580104538111597,1275.42900585917,1.00189612185196
"86","pr[84]",0.545430935802292,0.000420186773052055,0.0149740229926771,0.517163544221546,0.535284858573318,0.545030423884392,0.555495469929115,0.574706941489223,1269.96641757533,1.00190784933255
"87","pr[85]",0.54018871259146,0.000419707294429151,0.0149261634440044,0.512015547821477,0.530067832450543,0.539776692648853,0.550208437048206,0.569393562892233,1264.74610721278,1.00191918688211
"88","pr[86]",0.53503315335734,0.000419132836343131,0.0148762843560369,0.507032900070938,0.524939835223699,0.534643906377864,0.544994010164469,0.564166329715938,1259.75348861981,1.0019301509021
"89","pr[87]",0.529962611681968,0.000418469361808863,0.0148245397120501,0.502077641297686,0.519874740496099,0.52955819137504,0.539874231900435,0.559001218627053,1254.97508045816,1.0019407570013
"90","pr[88]",0.524975455646329,0.000417722519748728,0.0147710747098646,0.497198045564658,0.514922266820746,0.52455293544613,0.534822957742488,0.554013362123844,1250.39840601077,1.001951020035
